Torneo,Fecha,Categoria,Pregunta_ES,Opcion1_ES,Opcion2_ES,Opcion3_ES,Pregunta_PT,Opcion1_PT,Opcion2_PT,Opcion3_PT,Pregunta_EN,Opcion1_EN,Opcion2_EN,Opcion3_EN,Respuesta_Correcta,Es_Ordenamiento
Mundial_3,1,versiculos,¿En qué libro del Antiguo Testamento se halla el versículo 'Porque yo sé los pensamientos que tengo acerca de vosotros...'?,Jeremías,Isaías,Ezequiel,Em qual livro do Antigo Testamento se encontra o versículo 'Porque eu bem sei os pensamentos que tenho a vosso respeito...'?,Jeremias,Isaías,Ezequiel,In which Old Testament book is the verse found 'For I know the plans I have for you...'?,Jeremiah,Isaiah,Ezekiel,1,FALSE
Mundial_3,2,ciudades,¿En qué ciudad tuvo lugar la rebelión del platero Demetrio contra el apóstol Pablo?,Éfeso,Atenas,Corinto,Em qual cidade ocorreu o alvoroço do ourives Demétrio contra o apóstolo Paulo?,Éfeso,Atenas,Corinto,In which city did the riot led by the silversmith Demetrius against Paul take place?,Ephesus,Athens,Corinth,1,FALSE
Mundial_3,2,personajes,¿Qué profeta fue arrojado a una cisterna llena de cieno por anunciar la caída de Jerusalén?,Jeremías,Ezequiel,Amós,Qual profeta foi lançado em uma cisterna cheia de lama por anunciar a queda de Jerusalém?,Jeremias,Ezequiel,Amós,Which prophet was thrown into a muddy cistern for announcing the fall of Jerusalem?,Jeremiah,Ezekiel,Amos,1,FALSE
Mundial_3,2,elementos,¿Qué vestidura especial hizo Jacob para su hijo preferido José?,Una túnica de diversos colores,Un manto de lino fino,Un cinto de púrpura,Qual vestimenta especial Jacó fez para seu filho preferido José?,Uma túnica de várias cores,Um manto de linho fino,Um cinto de púrpura,What special garment did Jacob make for his favored son Joseph?,A coat of many colors,A fine linen robe,A purple sash,1,FALSE
Mundial_3,2,eventos,¿Qué milagro realizó Jesús en Naín al compadecerse de una viuda desconsolada?,Resucitó a su hijo único,Sanó a su siervo paralítico,Multiplicó sus alimentos,Qual milagre Jesus realizou em Naim ao se compadecer de uma viúva desconsolada?,Ressuscitou seu filho único,Curou seu servo paralítico,Multiplicou seus alimentos,What miracle did Jesus perform in Nain out of compassion for a grieving widow?,Raised her only son to life,Healed her paralyzed servant,Multiplied her food,1,FALSE
Mundial_3,2,versiculos,"¿Qué libro de la Biblia concluye con la frase 'Ciertamente vengo en breve. Amén; sí, ven, Señor Jesús'?",Apocalipsis,Judas,2 Pedro,"Qual livro da Bíblia conclui com a frase 'Certamente cedo venho. Amém. Sim, vem, Senhor Jesus'?",Apocalipse,Judas,2 Pedro,"Which book of the Bible concludes with 'Yes, I am coming soon. Amen. Come, Lord Jesus'?",Revelation,Jude,2 Peter,1,FALSE
Mundial_3,2,ciudades,¿En qué ciudad siria fueron llamados 'cristianos' por primera vez los discípulos de Jesús?,Antioquía,Damasco,Tiro,Em qual cidade síria os discípulos de Jesus foram chamados de 'cristãos' pela primeira vez?,Antioquia,Damasco,Tiro,In which Syrian city were the disciples of Jesus first called 'Christians'?,Antioch,Damascus,Tyre,1,FALSE
Mundial_3,2,personajes,¿Quién era el escriba que leyó la Ley de Moisés ante el pueblo de Jerusalén tras el cautiverio?,Esdras,Nehemías,Zorobabel,Quem era o escriba que leu a Lei de Moisés diante do povo de Jerusalém após o cativeiro?,Esdras,Neemias,Zorobabel,Who was the scribe who read the Law of Moses before the people of Jerusalem after the exile?,Ezra,Nehemiah,Zerubbabel,1,FALSE
Mundial_3,2,elementos,¿Qué usó Gedeón para confirmar la voluntad de Dios antes de atacar a los madianitas?,Un vellón de lana,Un puñado de trigo,Un cántaro de barro,O que Gideão usou para confirmar a vontade de Deus antes de atacar os midianitas?,Uma mecha de lã,Um punhado de trigo,Um jarro de barro,What did Gideon use to confirm God's will before attacking the Midianites?,A fleece of wool,A handful of wheat,A clay pitcher,1,FALSE
Mundial_3,2,eventos,"¿En qué monte transfiguró Jesús su rostro ante Pedro, Santiago y Juan?",Un monte alto (Tabor / Hermón),El Monte de los Olivos,El Monte Sinaí,"Em qual monte Jesus foi transfigurado diante de Pedro, Tiago e João?",Um alto monte (Tabor / Hermom),O Monte das Oliveiras,O Monte Sinai,"On which mountain was Jesus transfigured before Peter, James, and John?",A high mountain (Tabor / Hermon),The Mount of Olives,Mount Sinai,1,FALSE
Mundial_3,2,versiculos,"¿En qué epístola se halla la frase 'El amor es sufrido, es benigno; el amor no tiene envidia...'?",1 Corintios,Efesios,Gálatas,"Em qual epístola se encontra a frase 'O amor é paciente, é bondoso; o amor não é invejoso...'?",1 Coríntios,Efésios,Gálatas,"In which epistle is the phrase found 'Love is patient, love is kind. It does not envy...'?",1 Corinthians,Ephesians,Galatians,1,FALSE
Mundial_3,2,ciudades,"¿En qué ciudad habitaba Cornelio, el centurión romano a quien Pedro visitó?",Cesarea,Jope,Tiberias,"Em qual cidade morava Cornélio, o centurião romano que Pedro visitou?",Cesareia,Jope,Tiberíades,"In which city did Cornelius, the Roman centurion visited by Peter, live?",Caesarea,Joppa,Tiberias,1,FALSE
Mundial_3,2,personajes,¿Cómo se llamaba el joven que cayó dormido durante la prédica de Pablo y cayó del tercer piso?,Eutico,Tíquico,Tercio,Como se chamava o jovem que adormeceu durante a pregação de Paulo e caiu do terceiro andar?,Éutico,Tíquico,Tércio,What was the name of the young man who fell asleep during Paul's sermon and fell from the third story?,Eutychus,Tychicus,Tertius,1,FALSE
Mundial_3,2,elementos,¿Qué objeto llevaba la mujer samaritana cuando conversó con Jesús en el pozo de Jacob?,Un cántaro,Un odre de cuero,Una vasija de plata,Qual objeto a mulher samaritana levava quando conversou com Jesus no poço de Jacó?,Um cántaro,Um odre de couro,Um vaso de prata,What object did the Samaritan woman have when conversing with Jesus at Jacob's well?,A water jar,A leather wineskin,A silver vessel,1,FALSE
Mundial_3,2,eventos,¿Qué plaga final sobre Egipto forzó al Faraón a dejar ir al pueblo de Israel?,La muerte de los primogénitos,La plaga de langostas,Las tinieblas densas,Qual praga final sobre o Egito forçou o Faraó a deixar o povo de Israel ir?,A morte dos primogênitos,A praga de gafanhotos,As trevas densas,Which final plague upon Egypt forced Pharaoh to let the people of Israel go?,The death of the firstborn,The plague of locusts,The thick darkness,1,FALSE
Mundial_3,2,versiculos,"¿En qué libro bíblico se encuentra 'Tiempo de nacer, y tiempo de morir; tiempo de plantar, y tiempo de arrancar'?",Eclesiastés,Proverbios,Cantares,Em qual livro bíblico se encontra 'Tempo de nascer e tempo de morrer; tempo de plantar e tempo de arrancar'?,Eclesiastes,Provérbios,Cânticos,In which biblical book is found 'A time to be born and a time to die; a time to plant and a time to uproot'?,Ecclesiastes,Proverbs,Song of Solomon,1,FALSE
Mundial_3,2,ciudades,¿En qué aldea resucitó Jesús a Lázaro tras cuatro días de estar sepultado?,Betania,Belén,Jerusalén,Em qual aldeia Jesus ressuscitou Lázaro após quatro dias no sepulcro?,Betânia,Belém,Jerusalém,In which village did Jesus raise Lazarus after he had been in the tomb four days?,Bethany,Bethlehem,Jerusalem,1,FALSE
Mundial_3,2,personajes,¿Quién era el rey de Siria a quien el general Naamán servía antes de curarse de lepra?,Ben-hadad,Hazael,Rezin,Quem era o rei da Síria a quem o general Naamã servia antes de se curar da lepra?,Ben-Hadade,Hazael,Rezim,Who was the king of Aram (Syria) whom commander Naaman served before being healed of leprosy?,Ben-hadad,Hazael,Rezin,1,FALSE
Mundial_3,2,elementos,¿Qué objeto usó Sansón para matar a mil filisteos en Lehi?,Una quijada de asno fresca,Una lanza de bronce,Una honda y piedras,O que Sansão usou para matar mil filisteus em Leí?,Uma queixada fresca de jumento,Uma lança de bronze,Um funda e pedras,What object did Samson use to strike down a thousand Philistines at Lehi?,A fresh jawbone of a donkey,A bronze spear,A sling and stones,1,FALSE
Mundial_3,2,eventos,¿Qué ocurrió con el velo del Templo en el instante exacto en que Jesús murió en la cruz?,"Se rasgó en dos, de arriba abajo",Se quemó por completo,Se volvió de color blanco,O que aconteceu com o véu do Templo no exato instante em que Jesus morreu na cruz?,"Rasgou-se em dois, de alto a baixo",Queimou completamente,Tornou-se de cor branca,What happened to the Temple curtain at the exact moment Jesus died on the cross?,It was torn in two from top to bottom,It caught fire completely,It turned white in color,1,FALSE
Mundial_3,2,versiculos,¿En qué epístola se afirma enfáticamente que 'la fe sin obras está muerta'?,Santiago,Gálatas,1 Pedro,Em qual epístola se afirma enfaticamente que 'a fé sem obras é morta'?,Tiago,Gálatas,1 Pedro,In which epistle is it emphatically stated that 'faith without works is dead'?,James,Galatians,1 Peter,1,FALSE
Mundial_3,3,ciudades,¿En qué ciudad de Macedonia sufrieron azotes y cárcel Pablo y Silas tras expulsar un espíritu de adivinación?,Filipos,Tesalónica,Berea,Em qual cidade da Macedônia Paulo e Silas foram açoitados e presos após expulsarem um espírito de adivinhação?,Filipos,Tessalônica,Bereia,In which Macedonian city were Paul and Silas beaten and imprisoned after casting out a spirit of divination?,Philippi,Thessalonica,Berea,1,FALSE
Mundial_3,3,personajes,¿Qué sumo sacerdote ungió a Salomón junto a la fuente de Gihón para asegurar su trono frente a Adonías?,Sadoc,Abiatar,Joiada,Qual sumo sacerdote ungiu Salomão junto à fonte de Giom para assegurar seu trono diante de Adonias?,Zadoque,Abiatar,Joiada,Which high priest anointed Solomon at the Gihon spring to secure his throne against Adonijah?,Zadok,Abiathar,Jehoiada,1,FALSE
Mundial_3,3,elementos,¿Qué instrumento musical tocaba David para calmar el espíritu atormentador del rey Saúl?,El arpa,La flauta,El salterio,Qual instrumento musical Davi tocava para acalmar o espírito perturbador do rei Saul?,A harpa,A flauta,O saltério,What musical instrument did David play to soothe King Saul's tormenting spirit?,The harp,The flute,The psalter,1,FALSE
Mundial_3,3,eventos,¿Qué rey judío vio retroceder diez grados la sombra del reloj de sol como señal de su sanidad?,Ezequías,Josías,Josafat,Qual rei judeu viu a sombra do relógio de sol recuar dez graus como sinal de sua cura?,Ezequias,Josias,Josafá,Which king of Judah saw the shadow on the sundial go back ten steps as a sign of his healing?,Hezekiah,Josiah,Jehoshaphat,1,FALSE
Mundial_3,3,versiculos,¿En qué libro se encuentra la profecía del 'Siervo Sufriente' que dice 'mas él herido fue por nuestras rebeliones'?,Isaías,Jeremías,Ezequiel,Em qual livro se encontra a profecia do 'Servo Sofredor' que diz 'mas ele foi ferido por causa das nossas transgressões'?,Isaías,Jeremias,Ezequiel,In which book is the prophecy of the 'Suffering Servant' found stating 'he was pierced for our transgressions'?,Isaiah,Jeremiah,Ezekiel,1,FALSE
Mundial_3,3,ciudades,¿En qué ciudad de Caldea vivía Abram antes de ser llamado por Dios para ir a Harán?,Ur de los Caldeos,Babilonia,Nínive,Em qual cidade da Caldeia vivia Abrão antes de ser chamado por Deus para ir a Harã?,Ur dos Caldeus,Babilônia,Nínive,In which city of Chaldea did Abram live before being called by God to go to Haran?,Ur of the Chaldeans,Babylon,Nineveh,1,FALSE
Mundial_3,3,personajes,¿Quién era el general del ejército de Saúl que posteriormente proclamó rey a Is-boset?,Abner,Joab,Benaía,Quem era o general do exército de Saul que posteriormente proclamou Ish-Bosete como rei?,Abner,Joabe,Benaia,Who was the commander of Saul's army who later proclaimed Ish-bosheth king?,Abner,Joab,Benaiah,1,FALSE
Mundial_3,3,elementos,¿De qué madera mandó construir Dios el Arca de Noé?,Madera de gofer,Madera de cedro,Madera de ciprés,De qual madeira Deus mandou construir a Arca de Noé?,Madeira de gofer,Madeira de cedro,Madeira de cipreste,Of what wood did God command Noah to build the Ark?,Gopher wood,Cedar wood,Cypress wood,1,FALSE
Mundial_3,3,eventos,¿Qué le ocurrió a la esposa de Lot cuando miró hacia atrás durante la destrucción de Sodoma?,Se convirtió en estatua de sal,Fue consumida por el fuego,Se quedó ciega instantáneamente,O que aconteceu com a mulher de Ló quando olhou para trás durante a destruição de Sodoma?,Transformou-se em uma estátua de sal,Foi consumida pelo fogo,Ficou cega instantaneamente,What happened to Lot's wife when she looked back during the destruction of Sodom?,She became a pillar of salt,She was consumed by fire,She was instantly blinded,1,FALSE
Mundial_3,3,versiculos,"¿En qué epístola se afirma que 'la fe es la certeza de lo que se espera, la convicción de lo que no se ve'?",Hebreos,Santiago,Romanos,"Em qual epístola se afirma que 'a fé é a certeza das coisas que se esperam, a convicção das coisas que não se vêem'?",Hebreus,Tiago,Romanos,"In which epistle is it stated that 'faith is the substance of things hoped for, the evidence of things not seen'?",Hebrews,James,Romans,1,FALSE
Mundial_3,3,ciudades,¿En qué ciudad ocurrió el juicio y condena a muerte por apedreamiento del primer mártir Esteban?,Jerusalén,Damasco,Cesarea,Em qual cidade ocorreu o julgamento e morte por apedrejamento do primeiro mártir Estêvão?,Jerusalém,Damasco,Cesareia,"In which city did the trial and stoning death of Stephen, the first martyr, take place?",Jerusalem,Damascus,Caesarea,1,FALSE
Mundial_3,3,personajes,¿Quién era la profetisa de edad avanzada que daba gracias a Dios en el Templo al ver al niño Jesús?,Ana,Elisabeth,Sefora,Quem era a profetisa idosa que dava graças a Deus no Templo ao ver o menino Jesus?,Ana,Izabel,Zípora,Who was the elderly prophetess who gave thanks to God in the Temple upon seeing the child Jesus?,Anna,Elizabeth,Zipporah,1,FALSE
Mundial_3,3,elementos,¿Qué usó David para derrotar al gigante Goliat además de su honda y fe en Dios?,Una piedra lisa del arroyo,Una espada de bronce,Una jabalina corta,O que Davi usou para derrotar o gigante Golias além de sua funda e fé em Deus?,Uma pedra lisa do ribeiro,Uma espada de bronze,Uma javelin curta,What did David use to defeat the giant Goliath along with his sling and faith in God?,A smooth stone from the stream,A bronze sword,A short javelin,1,FALSE
Mundial_3,3,eventos,¿Qué milagro realizó Jesús en las bodas de Caná de Galilea?,Convertir el agua en vino,Multiplicar los peces,Sanar al sirviente del oficial,Qual milagre Jesus realizou nas bodas de Caná da Galileia?,Transformar a água em vinho,Multiplicar os peixes,Curar o servo do oficial,What miracle did Jesus perform at the wedding in Cana of Galilee?,Turned water into wine,Multiplied the fish,Healed the officer's servant,1,FALSE
Mundial_3,3,versiculos,"¿En qué evangelio se halla la cita 'Yo soy el camino, y la verdad, y la vida; nadie viene al Padre, sino por mí'?",Juan,Mateo,Lucas,"Em qual evangelho se encontra a citação 'Eu sou o caminho, e a verdade e a vida; ninguém vem ao Pai, senão por mim'?",João,Mateus,Lucas,In which gospel is the verse found 'I am the way and the truth and the life. No one comes to the Father except through me'?,John,Matthew,Luke,1,FALSE
Mundial_3,3,ciudades,¿A qué ciudad huía el profeta Jonás en un barco cuando fue tragado por el gran pez?,Tarsis,Nínive,Jope,Para qual cidade o profeta Jonas fugia em um navio quando foi engolido pelo grande peixe?,Társis,Nínive,Jope,To which city was the prophet Jonah fleeing on a ship when he was swallowed by the great fish?,Tarshish,Nineveh,Joppa,1,FALSE
Mundial_3,3,personajes,¿Qué reina de Judá usurpó el trono y mandó a matar a la descendencia real tras la muerte de Ocozías?,Atalía,Jezabel,Vasti,Qual rainha de Judá usurpou o trono e mandou matar a descendência real após a morte de Acazias?,Atalia,Jezabel,Vasti,Which queen of Judah usurped the throne and executed the royal family after Ahaziah's death?,Athaliah,Jezebel,Vashti,1,FALSE
Mundial_3,3,elementos,¿Qué objeto milagroso floreció y produjo almendras para confirmar el liderazgo de la tribu de Leví?,La vara de Aarón,La vara de Moisés,El báculo de Josué,Qual objeto milagroso floresceu e produziu amêndoas para confirmar a liderança da tribo de Levi?,A vara de Arão,A vara de Moisés,O báculo de Josué,What miraculous object sprouted and produced almonds to confirm the leadership of the tribe of Levi?,Aaron's rod,Moses' staff,Joshua's spear,1,FALSE
Mundial_3,3,eventos,¿Qué ocurrió con los muros de Jericó tras dar siete vueltas el séptimo día y tocar las trompetas?,Se derrumbaron por completo,Se abrieron por la mitad,Fueron consumidos por fuego,O que aconteceu com as muralhas de Jericó após darem sete voltas no sétimo dia e tocarem as trombetas?,Caíram completamente,Abriram-se ao meio,Foram consumidas pelo fogo,What happened to the walls of Jericho after the Israelites marched seven times on the seventh day and blew trumpets?,They collapsed completely,They opened down the middle,They were consumed by fire,1,FALSE
Mundial_3,3,versiculos,¿En qué rey compuso el Salmo 51 pidiendo perdón tras su pecado con Betsabé?,David,Salomón,Ezequías,Qual rei compôs o Salmo 51 pedindo perdão após seu pecado com Bate-Seba?,Davi,Salomão,Ezequias,Which king composed Psalm 51 asking for forgiveness after his sin with Bathsheba?,David,Solomon,Hezekiah,1,FALSE
Mundial_3,4,elementos,¿Qué instrumento musical tocaba David para calmar el espíritu atormentado del rey Saúl?,El arpa,La flauta,El salterio,Qual instrumento musical Davi tocava para acalmar o espírito atormentado do rei Saul?,A harpa,A flauta,O saltério,What musical instrument did David play to soothe King Saul's tormented spirit?,The harp,The flute,The psaltery,1,FALSE
Mundial_3,4,ciudades,¿En qué valle detuvo Josué el sol y la luna durante la batalla contra los reyes amorreos?,Valle de Ajalón,Valle de Elah,Valle de Jezreel,Em qual vale Josué fez parar o sol e a lua durante a batalha contra os reis amorreus?,Vale de Aijalom,Vale de Elá,Vale de Jezreel,In which valley did Joshua command the sun and moon to stand still during battle?,Valley of Aijalon,Valley of Elah,Valley of Jezreel,1,FALSE
Mundial_3,4,personajes,¿Qué profeta reprendió al rey David tras su pecado con Betsabé mediante una parábola?,Natán,Gad,Ahías,Qual profeta repreendeu o rei Davi após seu pecado com Bate-Seba por meio de uma parábola?,Natã,Gade,Aías,Which prophet rebuked King David after his sin with Bathsheba through a parable?,Nathan,Gad,Ahijah,1,FALSE
Mundial_3,4,personajes,"¿Cómo se llamaba el padre de Juan el Bautista, perteniciente al grupo sacerdotal de Abías?",Zacarías,Simeón,Ananías,"Como se chamava o pai de João Batista, pertencente à ordem sacerdotal de Abias?",Zacarias,Simeão,Ananias,"What was the name of John the Baptist's father, who belonged to the priestly division of Abijah?",Zechariah,Simeon,Ananias,1,FALSE
Mundial_3,4,personajes,¿Qué diácono fue el primer mártir cristiano pedreado hasta la muerte tras su discurso ante el Sanedrín?,Esteban,Felipe,Prócoro,Qual diácono foi o primeiro mártir cristão apedrejado até a morte após seu discurso perante o Sinédrio?,Estêvão,Filipe,Prócoro,Which deacon was the first Christian martyr stoned to death following his speech to the Sanhedrin?,Stephen,Philip,Prochorus,1,FALSE
Mundial_3,4,personajes,"¿Cuántos años vivió Matusalén, la persona más longeva registrada en las Escrituras?",969 años,950 años,930 años,"Quantos anos viveu Matusalém, a pessoa mais longeva registrada nas Escrituras?",969 anos,950 anos,930 anos,"How many years did Methuselah live, making him the oldest person recorded in Scripture?",969 years,950 years,930 years,1,FALSE
Mundial_3,4,personajes,¿Qué mujer escondió a los dos espías enviados por Josué a Jericó debajo de manojos de lino?,Rahab,Rut,Tamar,Qual mulher escondeu os dois espiões enviados por Josué a Jericó debaixo de hastes de linho?,Raabe,Rute,Tamar,Which woman hid the two spies sent by Joshua to Jericho under stalks of flax?,Rahab,Ruth,Tamar,1,FALSE
Mundial_3,4,ciudades,¿Qué monte es tradicionalmente asociado con la Transfiguración de Jesús junto a Moisés y Elías?,Monte Tabor,Monte de los Olivos,Monte Carmelo,Qual monte é tradicionalmente associado à Transfiguração de Jesus junto a Moisés e Elias?,Monte Tabor,Monte das Oliveiras,Monte Carmelo,Which mountain is traditionally associated with the Transfiguration of Jesus alongside Moses and Elijah?,Mount Tabor,Mount of Olives,Mount Carmel,1,FALSE
Mundial_3,4,personajes,¿Qué profeta fue llevado cautivo a Babilonia junto con el rey Joaquín en la primera deportación masiva?,Ezequiel,Daniel,Jeremías,Qual profeta foi levado cativo para a Babilônia junto com o rei Joaquim na primeira deportação em massa?,Ezequiel,Daniel,Jeremias,Which prophet was taken captive to Babylon along with King Jehoiachin during the first mass deportation?,Ezekiel,Daniel,Jeremiah,1,FALSE
Mundial_3,4,personajes,¿Cómo se llamaba el eunuco principal del rey Asuero encargado del cuidado de las mujeres en Susa?,Hegai,Hatac,Bigtán,Como se chamava o eunuco principal do rei Assuero encarregado do cuidado das mulheres em Susã?,Hegai,Hataque,Bigtã,What was the name of King Ahasuerus's chief eunuch in charge of the women in Susa?,Hegai,Hathach,Bigthan,1,FALSE
Mundial_3,4,personajes,¿Qué rey de Judá fue herido por una flecha en Megido durante su batalla contra el faraón Necao II?,Josías,Joacim,Ocozías,Qual rei de Judá foi ferido por uma flecha em Megido durante a batalha contra o faraó Neco II?,Josias,Jeoaquim,Acazias,Which king of Judah was fatally wounded by an arrow at Megiddo in battle against Pharaoh Necho II?,Josiah,Jehoiakim,Ahaziah,1,FALSE
Mundial_3,4,ciudades,"Según Números 20, ¿en qué monte murió el sumo sacerdote Aarón tras transferir sus vestiduras a Eleazar?",Monte Hor,Monte Nebo,Monte Sinaí,"Segundo Números 20, em qual monte morreu o sumo sacerdote Arão após transferir suas vestes a Eleazar?",Monte Hor,Monte Nebo,Monte Sinai,"According to Numbers 20, on which mountain did the high priest Aaron die after passing his garments to Eleazar?",Mount Hor,Mount Nebo,Mount Sinai,1,FALSE
Mundial_3,4,personajes,¿Qué juez libró a Israel de los amonitas tras hacer un voto sobre lo primero que saliera de su casa?,Jefté,Gedeón,Sansón,Qual juiz libertou Israel dos amonitas após fazer um voto sobre o primeiro que saísse de sua casa?,Jefté,Gideão,Sansão,Which judge delivered Israel from the Ammonites after making a vow concerning whatever first came out of his house?,Jephthah,Gideon,Samson,1,FALSE
Mundial_3,4,ciudades,¿A qué ciudad costera huyó el profeta Jonás intentando embarcarse hacia Tarsis?,Jope,Tiro,Sidón,Para qual cidade litorânea o profeta Jonas fugiu tentando embarcar para Társis?,Jope,Tiro,Sidom,To which coastal city did the prophet Jonah flee to board a ship bound for Tarshish?,Joppa,Tyre,Sidon,1,FALSE
Mundial_3,4,versiculos,"En Apocalipsis 2, ¿a qué iglesia se le promete dar del «árbol de la vida» que está en medio del paraíso de Dios?",Éfeso,Esmirna,Filadelfia,"Em Apocalipse 2, a qual igreja é prometido dar da «árvore da vida» que está no meio do paraíso de Deus?",Éfeso,Esmirna,Filadélfia,"In Revelation 2, to which church is it promised to eat from the ""tree of life"" in the paradise of God?",Ephesus,Smyrna,Philadelphia,1,FALSE
Mundial_3,4,personajes,¿Qué rey asirio sitió la ciudad de Samaria durante tres años hasta la caída del Reino del Norte?,Salmanasar V,Senaquerib,Esar-hadón,Qual rei assírio cercou a cidade de Samaria durante três anos até a queda do Reino do Norte?,Salmaneser V,Senaqueribe,Esar-Hadom,Which Assyrian king besieged Samaria for three years until the fall of the Northern Kingdom?,Shalmaneser V,Sennacherib,Esarhaddon,1,FALSE
Mundial_3,4,personajes,"¿Qué secta judía del Nuevo Testamento no creía en la resurrección, ni en ángeles, ni en espíritus?",Saduceos,Fariseos,Esenios,"Qual seita judaica do Novo Testamento não acreditava na ressurreição, nem em anjos, nem em espíritos?",Saduceus,Fariseus,Essênios,"Which Jewish sect in the New Testament did not believe in resurrection, angels, or spirits?",Sadducees,Pharisees,Essenes,1,FALSE
Mundial_3,4,personajes,"¿Cómo se llamaba la suegra de Rut, quien le pidió a la gente de Belén que la llamaran ""Mara""?",Noemí,Orfa,Sara,"Como se chamava a sogra de Rute, que pediu às pessoas de Belém que a chamassem de ""Mara""?",Noemi,Orfa,Sara,"What was the name of Ruth's mother-in-law, who asked the people of Bethlehem to call her ""Mara""?",Naomi,Orpah,Sarah,1,FALSE
Mundial_3,4,ciudades,¿En qué ciudad de Macedonia fue encarcelado Pablo junto con Silas tras liberar a una muchacha de un espíritu de adivinación?,Filipos,Tesalónica,Berea,Em qual cidade da Macedônia Paulo foi preso junto com Silas após libertar uma jovem de um espírito de adivinhação?,Filipos,Tessalônica,Bereia,In which Macedonian city was Paul imprisoned alongside Silas after freeing a slave girl from a spirit of divination?,Philippi,Thessalonica,Berea,1,FALSE
Mundial_3,4,personajes,¿Qué sumo sacerdote ungió al rey Salomón en Gihón para ratificar su mandato frente a Adonías?,Sadoc,Abiatar,Joiada,Qual sumo sacerdote ungiu o rei Salomão em Giom para ratificar seu mandato diante de Adonias?,Zadoque,Abiatar,Joiada,Which high priest anointed King Solomon at Gihon to establish his kingship against Adonijah?,Zadok,Abiathar,Jehoiada,1,FALSE
Mundial_3,5,eventos,"¿Qué les sucedió a los soldados que arrojaron a Sadrac, Mesac y Abed-nego al horno ardiendo?",Murieron quemados por la llamarada,Quedaron ciegos por el resplandor,Huyeron aterrorizados,"O que aconteceu com os soldados que jogaram Sadraque, Mesaque e Abednego na fornalha ardente?",Morreram queimados pelas chamas,Ficaram cegos pelo brilho,Fugiram aterrorizados,"What happened to the soldiers who threw Shadrach, Meshach, and Abednego into the fiery furnace?",They were killed by the heat of the flames,Struck blind by the glare,Fled in terror,1,FALSE
Mundial_3,5,eventos,¿En qué festividad bíblica debían los israelitas construir y habitar en enramadas durante siete días?,Fiesta de los Tabernáculos,Fiesta de las Semanas,Fiesta de la Pascua,Em qual festividade bíblica os israelitas deviam construir e habitar em cabanas por sete dias?,Festa dos Tabernáculos,Festa das Semanas,Festa da Páscoa,In which biblical festival were Israelites commanded to build and dwell in temporary shelters for seven days?,Feast of Tabernacles,Feast of Weeks,Feast of Passover,1,FALSE
Mundial_3,5,eventos,¿En qué lugar sagrado celebró Salomón un gran sacrificio de mil holocaustos antes de pedir sabiduría?,Gabaón,Silo,Betel,Em qual lugar sagrado Salomão celebrou um grande sacrifício de mil holocausto antes de pedir sabedoria?,Gibeão,Siló,Betel,At which high place did Solomon offer a thousand burnt offerings before asking God for wisdom?,Gibeon,Shiloh,Bethel,1,FALSE
Mundial_3,5,eventos,¿Qué milagro realizó el apóstol Pedro en la ciudad de Jope tras la muerte de Dorcas?,La resucitó mediante la oración,Sanó su parálisis crónica,La libró de una ceguera,Qual milagre o apóstolo Pedro realizou na cidade de Jope após a morte de Dorcas?,Ressuscitou-a mediante a oração,Curou sua paralisia crônica,Livrou-a de uma cegueira,What miracle did the apostle Peter perform in Joppa following the death of Dorcas?,Raised her to life through prayer,Cured her chronic paralysis,Healed her from blindness,1,FALSE
Mundial_3,5,eventos,¿Qué suceso provocó la muerte de Uza mientras transportaban el Arca del Pacto a Jerusalén?,Tocar el Arca cuando los bueyes tropezaron,Abrir la cubierta para mirar dentro,Dejar caer el Arca al suelo,Qual evento provocou a morte de Uzá enquanto transportavam a Arca da Aliança para Jerusalém?,Tocar na Arca quando os bois tropeçaram,Abrir a tampa para olhar dentro,Deixar a Arca cair no chão,What event brought about the death of Uzzah while transporting the Ark of the Covenant to Jerusalem?,Touching the Ark when the oxen stumbled,Opening the cover to look inside,Dropping the Ark to the ground,1,FALSE
Mundial_3,5,versiculos,"¿En qué libro y capítulo se encuentra la frase ""Lámpara es a mis pies tu palabra, y lumbrera a mi camino""?",Salmo 119,Salmo 23,Salmo 91,"Em qual livro e capítulo se encontra a frase ""Lâmpada para os meus pés é tua palavra e luz para o meu caminho""?",Salmo 119,Salmo 23,Salmo 91,"In which book and chapter is the verse ""Your word is a lamp to my feet and a light to my path"" found?",Psalm 119,Psalm 23,Psalm 91,1,FALSE
Mundial_3,5,versiculos,"¿En qué epístola se declara explícitamente que ""la fe sin obras está muerta""?",Santiago 2,1 Pedro 2,Hebreos 10,"Em qual epístola se declara explicitamente que ""a fé sem obras é morta""?",Tiago 2,1 Pedro 2,Hebreus 10,"In which epistle is it explicitly stated that ""faith without works is dead""?",James 2,1 Peter 2,Hebrews 10,1,FALSE
Mundial_3,5,versiculos,"¿En qué Evangelio y capítulo afirma Jesús ""Yo soy el camino, y la verdad, y la vida""?",Juan 14,Mateo 5,Lucas 10,"Em qual Evangelho e capítulo Jesus afirma ""Eu sou o caminho, e a verdade e a vida""?",João 14,Mateus 5,Lucas 10,"In which Gospel and chapter does Jesus state ""I am the way and the truth and the life""?",John 14,Matthew 5,Luke 10,1,FALSE
